PRIMARY_SAMPLE_UNIT,YEAR,MONTH,DAY,REGION,SUB_REGION,LAT_DEGREES,LON_DEGREES,AVG_DEPTH,percentCover_HardCoral,percentCvr_HydroCoral,percentCvr_CCA,percentCvr_Substrate,percentCvr_Sponges,percentCvr_MacroAlgae,percentCvr_SoftCorals,percentCvr_Seagrasses,percentCvr_TurfAlgae,parrotfish_Density,parrotfish_Biomass_kg_transect,parrotfish_Biomass_kg_ha,HardCoral_G,HydroCoral_G,CCA_G,Macrobioerosion_G,Microbioerosion_G,Diadema_G,Parrotfish_G,GrossProduction_G,GrossErosion_G,NetProduction_G,ReefAccretionPotential
1319,2014,11,7,FLK,Middle Keys,24.62991667,-81.11288333,3.505199888,0,0,1,15,0,46.5,0,0,40.5,120.7386364,0.011586572,0.654608604,0,0,0.002406829,0,-0.203377049,0,0,0.002406829,-0.203377049,-0.20097022,-0.185542372
1319,2018,8,13,FLK,Lower Keys,24.47755,-81.718033,18.8975994,13,0,4,59,6,4,8,0,5,696.0227273,0.499837994,28.23943467,0.616661649,0,0.0096,0,-0.2064,0,-0.133473551,0.626261649,-0.339873551,0.286388098,0.264402989
1320,2014,11,8,FLK,Middle Keys,24.62483333,-81.10715,12.6491996,9,0,15,23,7,28,2.5,0,15,930.3977273,2.686473552,151.7781668,0.601326419,0,0.036,0,-0.2016,0,-0.262613637,0.637326419,-0.464213637,0.173112782,0.159823461
1323,2014,11,7,FLK,Middle Keys,24.62301667,-81.11048333,14.09113801,6.525252525,0,6.02020202,37.14646465,12.57070707,21.63131313,8.070707071,0,11.05555556,383.5227273,1.240908158,70.10780556,0.286278218,0,0.014448485,0,-0.173721212,0,-0.628231454,0.300726703,-0.801952666,-0.501225963,-0.462748431
1324,2014,8,6,FLK,Lower Keys,24.5132,-81.95223333,3.514724888,8.5,1,5,21.5,2,30.5,8,0,23.5,56.81818182,0.013671421,0.772396682,1.37177078,0.010794861,0.012050763,0,-0.220528965,0,-0.000949974,1.394616404,-0.221478938,1.173137466,1.083079413
1325,2014,8,6,FLK,Lower Keys,24.51605,-81.92446667,2.510117567,45,0,3,15,3.5,19,5,0,17,56.81818182,0.03704072,2.092696037,5.037406827,0,0.007367968,0,-0.218583049,0,-0.000459324,5.044774795,-0.219042373,4.825732422,4.455276206
1326,2014,8,24,FLK,Lower Keys,24.56305,-81.65736667,4.571999854,45,1,3,19,1,16,2.5,0,14.5,1040.482955,0.734158622,41.47788828,3.918008843,0.010796338,0.007231447,0,-0.203685769,0,-0.119516264,3.936036629,-0.323202033,3.612834596,3.33548871
1326,2016,12,14,FLK,Upper Keys,24.95487,-80.45799,5.791199815,1,1,14,0,2,44,1,0,33,2315.340909,7.453386453,421.0952798,0.055163694,0.01125918,0.035193486,0,-0.24,0,-2.102103822,0.101616359,-2.342103822,-2.240487463,-2.068492326
1328,2016,12,15,FLK,Upper Keys,24.95182,-80.45016,24.23159922,11,1,7,0,15,31,2,0,24,1711.647727,1.48648714,83.98232431,0.532237526,0.010749388,0.0168,0,-0.2112,0,-0.29983717,0.559786914,-0.51103717,0.048749744,0.04500738
1329,2014,8,9,FLK,Lower Keys,24.4739,-81.9023,9.072282062,25.5,0,4,30.5,8,0,8,0,27,1669.034091,0.371194754,20.97145501,1.573293747,0,0.0096,-0.000605,-0.2076,-0.001515959,-0.018795433,1.582893747,-0.228516392,1.354377355,1.250406089
1329,2016,12,15,FLK,Upper Keys,24.9204,-80.50447,13.86839956,5,5,5,2,10,53,3,0,17,1747.159091,3.587446916,202.6806167,0.245939529,0.054829732,0.012241753,0,-0.230634954,0,-1.239233096,0.313011015,-1.46986805,-1.156857035,-1.068048779
1330,2014,8,7,FLK,Lower Keys,24.47675,-81.94853333,9.019673396,22,2,5,31,13.5,2,11.5,0,20,1235.795455,8.57665529,484.556796,1.20991307,0.021923919,0.012237303,-0.000616964,-0.200691763,0,-1.182931644,1.244074292,-1.38424037,-0.140166079,-0.129405972
1330,2016,12,13,FLK,Upper Keys,24.92346,-80.50191,11.88719962,5,3,0,10,6,42,3,0,29,1718.75,6.113838913,345.4146278,0.231519467,0.032555527,0,0,-0.216,0,-2.304981906,0.264074994,-2.520981906,-2.256906912,-2.083651306
1331,2014,8,8,FLK,Lower Keys,24.47395,-81.94066667,10.82039965,30.5,2,2.5,31.5,15,1,4,0,17.5,1566.875,2.428456276,137.2009195,1.807528528,0.021517292,0.006005168,-0.001816563,-0.201773634,-0.001515959,-0.715944872,1.835050988,-0.921051028,0.91399996,0.843835074
1332,2014,8,7,FLK,Lower Keys,24.47816667,-81.94736667,8.534399727,20.5,2,2,35,18,0,6,0,19.5,2578.153409,1.228808272,69.42419617,1.196142031,0.021961381,0.004903285,-0.003708109,-0.178969906,-0.001515959,-0.325929401,1.223006697,-0.510123376,0.712883321,0.658157523
1333,2014,8,7,FLK,Lower Keys,24.4832,-81.94671667,8.78305235,25.5,1.5,2,35,13,0,7,0,19.5,1306.761364,9.595676388,542.1286095,1.681066156,0.016124082,0.0048,-0.000605,-0.18,-0.001515959,-1.238775835,1.701990238,-1.420896794,0.281093444,0.259514789
1334,2014,8,12,FLK,Lower Keys,24.50898333,-81.72856667,6.653462945,45,1,4,14.5,19.5,0,13,0,16,404.8295455,0.354993875,20.0561511,3.248443395,0.01077871,0.009626187,-0.001213301,-0.220199026,0,-0.209551912,3.268848292,-0.430964239,2.837884053,2.620028669
1334,2016,9,29,FLK,Middle Keys,24.76773,-80.75027,6.705599785,5,2,0,4,11,49,2,0,26,326.7045455,0.043312269,2.447020841,0.259890831,0.021613107,0,-0.000608217,-0.241276325,0,-0.000281218,0.281503938,-0.242165761,0.039338177,0.03631831
1335,2014,8,23,FLK,Lower Keys,24.51878333,-81.6699,8.143874739,34.5,1,5,22,13.5,0,4,0,24,1065.340909,0.366232219,20.6910858,1.924368219,0.010749388,0.012,-0.000605,-0.2052,0,-0.046577932,1.947117607,-0.252382932,1.694734675,1.564635254
1335,2016,8,11,FLK,Middle Keys,24.62336,-81.10911,14.17319955,14,1,4,3,8,58,1,0,11,3006.5625,0.923573572,52.17929786,0.706064189,0.010749388,0.0096,0,-0.2328,0,-0.163888788,0.726413577,-0.396688788,0.329724789,0.30441286
1338,2014,8,24,FLK,Lower Keys,24.53666667,-81.63461667,4.114799868,7.5,2,9,42,11.5,3.5,6.5,0,17.5,2916.193182,0.704396725,39.79642512,0.405786387,0.021498776,0.0216,0,-0.1596,0,-0.064867985,0.448885163,-0.224467985,0.224417178,0.207189381
1340,2016,8,12,FLK,Middle Keys,24.64668,-81.0322,17.22119945,16,0,0,12,8,37,0,0,27,610.7954545,0.873180641,49.3322396,0.967102716,0,0,-0.000605,-0.2112,0,-0.15746531,0.967102716,-0.36927031,0.597832406,0.551938703
1343,2016,9,30,FLK,Upper Keys,24.8357,-80.63258,20.11679936,11,1,3,21,9,22,0,0,32,1406.25,1.045180189,59.04972822,0.875462285,0.010749388,0.0072,0,-0.2064,0,-0.206284372,0.893411673,-0.412684372,0.480727301,0.443823386
1345,2016,12,14,FLK,Upper Keys,24.9096,-80.52177,11.58239963,2,1,4,1,6,51,2,0,32,1051.136364,1.143713723,64.61659452,0.116159311,0.010976693,0.009803,0,-0.240053964,0,-0.014704809,0.136939004,-0.254758773,-0.117819769,-0.108775118
1345,2018,10,26,FLK,Middle Keys,24.62293,-81.11282,12.4967996,3,2,0,9,3,0,9,0,74,1690.340909,7.954759418,449.4214361,0.169549889,0.021498776,0,0,-0.2184,0,-0.802162021,0.191048665,-1.020562021,-0.829513356,-0.765834239
1346,2016,12,13,FLK,Upper Keys,24.91022,-80.50652,27.58439912,9,0,0,8,13,32,3,0,16,1683.295455,2.251159794,127.1841692,0.460280616,0,0,-0.001211173,-0.218611674,0,-0.922519501,0.460280616,-1.142342349,-0.682061733,-0.629702011
1348,2016,12,14,FLK,Upper Keys,24.9471,-80.45482,23.46959925,8,1,6,15,11,12,3,0,32,1562.5,2.443480357,138.0497377,0.254672426,0.010749388,0.0144,0,-0.1872,0,-0.44901393,0.279821814,-0.63621393,-0.356392116,-0.32903302
1348,2018,8,14,FLK,Upper Keys,24.88607,-80.56187,7.772399751,0,2,2,10,4,15,3,0,61,653.4090909,0.592832894,33.49338385,0,0.021581269,0.004818418,0,-0.216,0,-0.00414678,0.026399687,-0.22014678,-0.193747093,-0.178873741
1352,2014,8,9,FLK,Lower Keys,24.48721667,-81.84361667,6.55319979,13.5,1,2,21,23,0,14.5,0,24,696.0227273,0.528962956,29.88491279,1.525676449,0.011145249,0.004976767,0,-0.217733541,0,-0.158178063,1.541798465,-0.375911603,1.165886862,1.076385415
1354,2014,8,24,FLK,Lower Keys,24.50115,-81.66055,7.467599761,12.5,2,10.5,21,15,8.5,1,0,33.5,355.1136364,0.204654082,11.56237753,0.897740892,0.021621635,0.02534401,0,-0.199131507,-0.001515959,-0.002306516,0.944706537,-0.202953983,0.741752554,0.684810556
1354,2016,7,20,FLK,Lower Keys,24.6165849,-81.3907287,2.438399922,2,0,6,10,0,33,0,0,30,2556.818182,3.236506702,182.853486,0.315138926,0,0.0144,0,-0.24,0,-0.273875455,0.329538926,-0.513875455,-0.184336528,-0.170185596
1355,2014,8,22,FLK,Lower Keys,24.5083,-81.67185,7.18311977,18.5,1,8,11.5,13,0,10.5,0,38,973.0113636,0.977723264,55.23860249,1.036548764,0.011309655,0.020200721,-0.001273066,-0.242408646,-0.003031919,-0.552998224,1.06805914,-0.799711855,0.268347284,0.247747112
1357,2018,8,10,FLK,Upper Keys,25.006817,-80.3761,14.47799954,4,3,2,2,16,34,10,0,29,667.6136364,1.42621671,80.57721528,0.230036519,0.033383101,0.00496893,0,-0.240993126,0,-0.339668277,0.26838855,-0.580661403,-0.312272853,-0.288300654
1359,2018,10,25,FLK,Biscayne,25.5427,-80.0987,12.6491996,1,1,0,0,4,49,2,0,43,1178.977273,2.360954389,133.3872536,0.058010796,0.010759201,0,0,-0.235414702,0,-0.084475515,0.068769996,-0.319890217,-0.251120221,-0.231842516
1363,2014,8,11,FLK,Lower Keys,24.46835,-81.79396667,6.939642635,2,2,1,48,3.5,13,3.5,0,23,852.2727273,0.820809322,46.37340804,0.098616619,0.021536818,0.002404247,0,-0.221434445,0,-0.102094557,0.122557684,-0.323529002,-0.200971319,-0.185543386
1363,2016,6,29,FLK,Lower Keys,24.50924,-81.73464,7.924799746,11,0,0,27,16,13,10,0,22,2201.704545,1.029172302,58.14532778,0.615553075,0,0,0,-0.1368,0,-0.201263537,0.615553075,-0.338063537,0.277489538,0.256187544
1363,2018,10,24,FLK,Biscayne,25.568902,-80.1004823,5.94359981,14,1,0,0,1,10,8,0,66,1562.5,1.221796088,69.02802757,0.456609014,0.011607174,0,-0.000653278,-0.115396855,0,-0.419028959,0.468216188,-0.535079093,-0.066862904,-0.06173005
1366,2014,8,25,FLK,Lower Keys,24.504,-81.62411667,3.200399898,2,0,23.5,7,10.5,11,6.5,0,26.5,1257.102273,1.65344028,93.41470511,0.138431518,0,0.057795082,0,-0.243477154,-0.004547878,-0.631316838,0.196226601,-0.879341871,-0.68311527,-0.630674671
1367,2018,10,25,FLK,Lower Keys,24.52858,-81.48324,19.20239939,8,0,3,30,13,8,4,0,33,255.6818182,0.201246904,11.3698816,0.419084397,0,0.0072,0,-0.168,0,-0.005565693,0.426284397,-0.173565693,0.252718704,0.233318288
1368,2018,8,24,FLK,Lower Keys,24.43622,-81.9379,20.72639934,1,1,0,0,7,42,0,0,49,1363.636364,0.552866859,31.23541576,0.083989363,0.010754915,0,0,-0.213709829,0,-0.303709943,0.094744278,-0.517419771,-0.422675493,-0.390228032
1371,2016,7,21,FLK,Lower Keys,24.5703358,-81.4577393,7.772399751,36,0,0,30,6,0,0,0,28,2286.931818,0.242334406,13.6912094,2.750006656,0,0,0,-0.24,0,-0.012197079,2.750006656,-0.252197079,2.497809577,2.306060635
1373,2016,7,21,FLK,Lower Keys,24.5848302,-81.4429769,7.619999756,31,0,0,24,10,5,2,0,21,1960.227273,1.349646986,76.25124214,1.627646698,0,0,-0.000605,-0.2112,0,-0.164426995,1.627646698,-0.376231995,1.251414703,1.155347554
1373,2018,8,24,FLK,Lower Keys,24.43341,-81.95053,21.48839931,0,0,1,7,4,45,10,0,28,1519.886364,0.367045899,20.73705645,0,0,0.002405711,0,-0.216513993,0,-0.075101794,0.002405711,-0.291615787,-0.289210076,-0.267008333
1374,2018,9,11,FLK,Lower Keys,24.44649,-81.90057,21.9455993,4,0,6,8,4,10,11,0,53,1250,0.410858532,23.21234647,0.199153508,0,0.0144,0,-0.1776,0,-0.009336102,0.213553508,-0.186936102,0.026617405,0.024574071
1375,2018,8,13,FLK,Lower Keys,24.494667,-81.638167,17.67839943,19,0,2,45,7,8,3,0,14,397.7272727,0.103143227,5.827300958,0.915334652,0,0.0048,0,-0.2232,0,-0.001551654,0.920134652,-0.224751654,0.695382998,0.642000644
1376,2016,7,20,FLK,Lower Keys,24.5975904,-81.4015353,8.381999732,1.351351351,1.351351351,0,48.64864865,9.459459459,0,0,0,37.83783784,468.75,0.210007193,11.86481316,0.008177436,0.0145262,0,0,-0.197837838,0,-0.002380224,0.022703636,-0.200218062,-0.177514426,-0.163887205
1377,2014,8,11,FLK,Lower Keys,24.47215,-81.76485,4.232030633,9,1.5,27,0,4.5,2,4,0,40,184.6590909,1.911947883,108.0196544,0.694678338,0.01746117,0.070173533,0,-0.260162887,0,-0.295873412,0.782313041,-0.556036298,0.226276743,0.208906193
1377,2016,6,29,FLK,Lower Keys,24.50635,-81.70926,7.010399776,9,0,8,7,39,3,13,0,18,2428.977273,0.419956603,23.72636173,0.486350428,0,0.0192,0,-0.2112,-0.003031919,-0.040421984,0.505550428,-0.254653902,0.250896525,0.231635992
1379,2016,6,29,FLK,Lower Keys,24.51451,-81.69662,8.534399727,17,0,2,20,25,4,11,0,21,1571.647727,0.516820763,29.19891316,0.89524602,0,0.0048,0,-0.1608,-0.006063837,-0.256250719,0.90004602,-0.423114557,0.476931463,0.440318943
1379,2018,9,12,FLK,Lower Keys,24.45191,-81.86812,20.11679936,6,0,7,31,4,30,4,0,17,1775.568182,1.807592211,102.1238538,0.254531197,0,0.0168,0,-0.168,0,-0.568197106,0.271331197,-0.736197106,-0.464865909,-0.429179623
1383,2014,8,6,FLK,Lower Keys,24.44615,-81.94971667,9.601199693,7,2,5,37,3.5,9,2,0,40,625.0284091,3.147849716,177.8446167,0.482031532,0.021539713,0.01202285,0,-0.19837702,-0.001515959,-2.103253752,0.515594094,-2.303146731,-1.787552637,-1.650327874
1383,2018,10,24,FLK,Middle Keys,24.72227,-80.81535,24.53639921,40,0,11,8,11,3,4,0,21,951.7045455,0.596077622,33.67670181,1.172335189,0,0.0264,0,-0.2208,0,-0.048614197,1.198735189,-0.269414197,0.929320992,0.857979958
1387,2018,11,8,FLK,Upper Keys,24.8972,-80.5379,19.50719938,7,2,5,12,3,54,1,0,16,1051.136364,2.940896137,166.1523241,0.216079934,0.021561919,0.012035245,0,-0.211820306,0,-0.755159988,0.249677098,-0.966980294,-0.717303196,-0.662238098
1388,2014,8,6,FLK,Lower Keys,24.44308333,-81.93498333,10.14356438,4,1.5,5.5,9,2.5,43,4.5,0,26.5,1214.488636,1.507448979,85.166609,0.240753311,0.016618258,0.013604557,0,-0.247706443,0,-0.877762075,0.270976126,-1.125468518,-0.854492391,-0.788895713
1390,2018,11,14,FLK,Upper Keys,25.24416,-80.19222,20.57399934,5,0,0,7,8,38,11,0,28,823.8636364,0.617656756,34.8958619,0.229333649,0,0,0,-0.2208,0,-0.239765881,0.229333649,-0.460565881,-0.231232232,-0.213481265
1391,2014,8,11,FLK,Lower Keys,24.46916667,-81.76741667,15.6159195,8,0,12.5,17.5,5,34,5,0,22,553.9772727,1.795406416,101.4353907,0.456910075,0,0.03,0,-0.222,0,-1.075400756,0.486910075,-1.297400756,-0.810490681,-0.748271875
1391,2016,6,23,FLK,Lower Keys,24.45114,-81.94607,10.21079967,15,1,5,2,0,45,5,0,27,2251.420455,2.668138503,150.7422883,1.228110154,0.010920766,0.012191317,0,-0.238949812,0,-1.396177386,1.251222237,-1.635127198,-0.383904961,-0.354433791
1391,2018,10,12,FLK,Upper Keys,25.03421,-80.34565,22.09799929,4,3,5,0,6,16,1,0,62,980.1136364,2.115621186,119.5266207,0.16511576,0.032248164,0.012,0,-0.2304,0,-0.615850569,0.209363924,-0.846250569,-0.636886645,-0.587994871
1393,2018,8,7,FLK,Upper Keys,25.11927,-80.2754,15.39239951,0,0,3,15,5,42,9,0,26,1576.704545,4.91896827,277.9078119,0,0,0.0072,-0.00121,-0.2232,0,-0.963814441,0.0072,-1.188224441,-1.181024441,-1.09036093
1394,2018,10,11,FLK,Upper Keys,24.97508,-80.41877,24.68879921,4,3,2,6,11,43,9,0,14,1235.795455,1.373205836,77.58225063,0.107113898,0.032248164,0.0048,-0.000605,-0.216,0,-0.322963322,0.144162062,-0.539568322,-0.39540626,-0.365052172
1395,2016,7,12,FLK,Lower Keys,24.52624,-81.52184,2.285999927,0,0,0,8,0,40,0,0,52,298.2954545,0.028584714,1.614955618,0,0,0,0,-0.240504771,0,0,0,-0.240504771,-0.240504771,-0.22204198
1397,2014,8,5,FLK,Lower Keys,24.4565,-81.8687,9.27295355,2.5,0,7.5,49.5,10.5,6,3.5,0,19,1228.693182,1.462544094,82.62960984,0.154385725,0,0.01811556,0,-0.148547594,0,-0.364544265,0.172501285,-0.51309186,-0.340590574,-0.314444513
1397,2018,10,25,FLK,Biscayne,25.4967,-80.104,17.67839943,0,0,0,0,0,5,0,0,95,1363.636364,1.172540669,66.24523553,0,0,0,0,-0.016803719,0,-0.514767452,0,-0.531571172,-0.531571172,-0.490764134
1398,2014,8,6,FLK,Lower Keys,24.44403333,-81.96668333,12.94383959,1,1,8.5,30.5,3.5,23.5,3.5,0,22.5,667.6136364,2.009196592,113.5139318,0.058074542,0.010771023,0.020441059,0,-0.215232331,-0.001515959,-0.20866593,0.089286625,-0.425414221,-0.336127596,-0.310324143
1398,2016,7,22,FLK,Lower Keys,24.54996,-81.40128,4.724399849,0,0,0,66,1,9,0,20,4,518.4659091,0.059125251,3.340409688,0,0,0,0,-0.057718499,0,-0.000281218,0,-0.057999718,-0.057999718,-0.053547263
1398,2018,10,25,FLK,Biscayne,25.466925,-80.1101944,14.47799954,2,3,0,0,5,39,19,0,28,468.75,0.873162572,49.33121875,0.065075649,0.032248164,0,-0.001815,-0.2136,0,-0.354056365,0.097323813,-0.569471365,-0.472147552,-0.435902278
1400,2018,10,24,FLK,Biscayne,25.6004,-80.0903,22.55519928,11,0,0,0,7,15,2,0,68,482.9545455,1.058257696,59.78857038,0.424722628,0,0,-0.001214585,-0.204773047,0,-0.52538379,0.424722628,-0.731371422,-0.306648794,-0.283108336
1401,2014,8,6,FLK,Lower Keys,24.44423333,-81.98798333,12.6652417,6,1,11.5,24,8,21.5,11,0,9.5,632.1022727,0.499347532,28.21172498,0.31840582,0.010796928,0.027722062,0,-0.226597724,0,-0.076744539,0.35692481,-0.303342262,0.053582547,0.049469184
1401,2016,6,24,FLK,Lower Keys,24.46411,-81.83917,4.724399849,5,0,0,4,0,17,6,0,68,617.8977273,1.176865729,66.48958924,0.31341876,0,0,0,-0.237039485,0,-0.602635984,0.31341876,-0.839675469,-0.526256708,-0.485857645
1404,2016,6,28,FLK,Lower Keys,24.50233,-81.61335,11.27759964,10,0,3,16,6,25,4,0,35,1775.568182,0.8335106,47.09099434,0.567830175,0,0.007290581,0,-0.204136272,0,-0.244539415,0.575120756,-0.448675687,0.126445069,0.116738281
1409,2016,7,13,FLK,Lower Keys,24.52311,-81.51885,4.571999854,1,0,0,17,14,16,3,0,18,1825.255682,5.998685743,338.908799,0.007236078,0,0,0,-0.243989505,0,-2.234370595,0.007236078,-2.4783601,-2.471124022,-2.281423646
1410,2016,7,13,FLK,Lower Keys,24.52326,-81.51573,5.486399824,2,0,1,9,25,23,8,0,17,1461.079545,5.906558958,333.7038959,0.08028808,0,0.002522321,0,-0.232053492,0,-1.024475212,0.0828104,-1.256528705,-1.173718304,-1.083615662
1412,2016,7,14,FLK,Lower Keys,24.545,-81.40713,7.162799771,22,0,18,11,3,15,6,0,23,1809.573864,13.83396567,781.5799811,2.378414891,0,0.049627397,0,-0.267436527,0,-2.02671303,2.428042288,-2.294149558,0.13389273,0.123614209
1416,2016,6,28,FLK,Lower Keys,24.48055,-81.71198,5.791199815,3,1,2,9,0,22,10,0,53,3380.710227,6.779283322,383.0103572,0.162501477,0.011027168,0.004924039,0,-0.224855394,0,-2.51248275,0.178452684,-2.737338144,-2.55888546,-2.362447916
1422,2014,8,24,FLK,Lower Keys,24.49528333,-81.66121667,2.285999927,0,1,3,8.5,0,25.5,0,0,43,333.8068182,0.088699627,5.011278356,0,0.010816352,0.007244853,0,-0.223382963,-0.001515959,-0.001406092,0.018061205,-0.226305015,-0.20824381,-0.192257591
1422,2016,6,24,FLK,Lower Keys,24.45189,-81.88001,6.55319979,15,2,1,5,3,29,9,0,36,823.8636364,2.930274119,165.5522101,0.661656155,0.021653863,0.002417313,0,-0.23206205,0,-1.799982225,0.685727331,-2.032044275,-1.346316945,-1.242964451
1423,2014,8,22,FLK,Lower Keys,24.4923,-81.66213333,3.657599883,7,0,13,3,3,3,3.5,0,49.5,1782.670455,7.096514294,400.933011,0.53603085,0,0.036103531,0,-0.276330873,0,-2.551304827,0.572134382,-2.8276357,-2.255501318,-2.082353615
1424,2014,8,23,FLK,Lower Keys,24.49295,-81.65988333,3.992879872,6,2,9.5,1,2,5.5,5.5,0,55.5,2218.579545,7.298516113,412.3455431,0.408023349,0.022665944,0.024037812,0,-0.253029599,0,-2.149810791,0.454727105,-2.40284039,-1.948113285,-1.798562789
1424,2016,6,22,FLK,Lower Keys,24.44695,-81.97202,14.32559954,7,1,4,7,2,38,9,0,32,1492.215909,1.00556572,56.81162258,0.639208089,0.010876086,0.009713151,0,-0.22583076,0,-0.631101485,0.659797327,-0.856932246,-0.197134919,-0.182001495
1427,2014,8,22,FLK,Lower Keys,24.49071667,-81.66315,9.601199693,6.5,1.5,10,17.5,7.5,19.5,2.5,0,32,1326.107955,14.95730844,845.0456745,0.384542698,0.016740819,0.024917986,0,-0.237966769,0,-5.346172985,0.426201503,-5.584139754,-5.157938251,-4.761979644
1427,2016,6,29,FLK,Lower Keys,24.47273,-81.82445,7.619999756,0,0,0,33,5,21,11,0,29,724.4318182,0.175069622,9.890939108,0,0,0,0,-0.14943419,0,-0.000597487,0,-0.150031677,-0.150031677,-0.13851422
1428,2014,8,23,FLK,Lower Keys,24.49171667,-81.65753333,10.60026633,10.5,3,12.5,14,4,23.5,8.5,0,25,1541.193182,2.108018037,119.0970642,1.029673227,0.033570304,0.031229968,0,-0.242344552,0,-0.410161281,1.0944735,-0.652505833,0.441967666,0.408039206
1429,2014,8,14,FLK,Lower Keys,24.55211667,-81.6969,2.590799917,37,2,1,25.5,0,12,0,0,30,568.1818182,0.184462319,10.42159996,4.00412724,0.021642745,0.002416072,0,-0.225902724,-0.003031919,-0.000966641,4.028186057,-0.229901283,3.798284774,3.506702464
1430,2014,8,14,FLK,Lower Keys,24.55143333,-81.6925,2.705099914,23.5,1,4.5,6.5,4,31.5,1,0,14.5,248.5795455,1.145287458,64.70550609,3.108203702,0.010874205,0.010925405,0,-0.234289244,0,-0.437530586,3.130003312,-0.67181983,2.458183482,2.26947651
1431,2016,7,22,FLK,Lower Keys,24.5404929,-81.4704662,7.924799746,11,1,0,21,13,6,4,0,34,198.8636364,0.01998433,1.129058218,0.655647965,0.010774122,0,0,-0.204469399,0,0,0.666422087,-0.204469399,0.461952688,0.426490041
1432,2014,8,15,FLK,Lower Keys,24.50571667,-81.71071667,7.467599761,5.5,1.5,4,50.5,12.5,0,5,0,20,1164.772727,0.368610275,20.82543927,0.287398218,0.016124082,0.0096,0,-0.1284,0,-0.010412234,0.3131223,-0.138812234,0.174310066,0.160928833
1433,2014,8,14,FLK,Lower Keys,24.50943333,-81.7212,5.43261159,14.5,2,5,18,15.5,0,18,0,17.5,1382.897727,5.10834927,288.6073034,3.586308114,0.021566623,0.01203787,0,-0.215477873,0,-1.446915732,3.619912607,-1.662393605,1.957519002,1.807246459
1434,2014,8,15,FLK,Lower Keys,24.52138333,-81.70015,6.857999781,37.5,3,8,14.5,5.5,0,10,0,20.5,1051.136364,1.373071823,77.57467927,2.414539342,0.032248164,0.0192,0,-0.2244,0,-0.23733312,2.465987506,-0.46173312,2.004254385,1.850394114
1434,2016,6,28,FLK,Lower Keys,24.48653,-81.70823,3.352799893,0,0,1,2,1,13,0,3,45,696.0227273,0.06524578,3.686202235,0,0,0.002437793,0,-0.243689632,-0.003031919,0,0.002437793,-0.24672155,-0.244283758,-0.225530866
1436,2014,8,13,FLK,Lower Keys,24.49158333,-81.72005,7.018019776,13,1,13,24,16,9,6,0,21,1308.238636,1.365812924,77.164572,0.559825343,0.010824104,0.031416864,0,-0.199376252,0,-0.421818301,0.602066312,-0.621194553,-0.019128241,-0.017659826
1437,2014,8,13,FLK,Lower Keys,24.48073333,-81.71178333,3.809999878,13,0,14,4.5,2,5,5,0,51.5,1022.727273,2.41552135,136.4701327,1.346487601,0,0.036046684,0,-0.262150161,0,-0.424572935,1.382534285,-0.686723096,0.695811189,0.642395965
1438,2016,6,23,FLK,Lower Keys,24.44701,-81.95048,12.19199961,3,1,0,20,2,30,4,0,40,965.9090909,0.77910986,44.01750619,0.138011783,0.010758191,0,0,-0.213774926,0,-0.260293316,0.148769974,-0.474068242,-0.325298268,-0.300326149
1442,2014,8,12,FLK,Lower Keys,24.48213333,-81.71598333,2.133599932,0,0,1.5,8.5,0,9,0,0,72.5,312.5,0.028356404,1.602056751,0,0,0.003603431,0,-0.22228437,-0.003031919,0,0.003603431,-0.225316289,-0.221712858,-0.204692663
1443,2014,8,12,FLK,Lower Keys,24.47813333,-81.72611667,10.36319967,6.5,1,11.5,25,8.5,27,8.5,0,9.5,688.9488636,6.503441757,367.426088,0.314443415,0.010920423,0.028039147,0,-0.219436803,0,-1.996863745,0.353402985,-2.216300547,-1.862897562,-1.719888808
1444,2014,8,13,FLK,Lower Keys,24.48003333,-81.7089,10.97279965,5,0,5.5,13,4,35.5,7,0,30,1718.75,4.24585262,239.8786791,0.287861119,0,0.013688935,0,-0.235200797,-0.001515959,-1.339119534,0.301550054,-1.57583629,-1.274286236,-1.176463312
1446,2014,8,9,FLK,Lower Keys,24.45966667,-81.84403333,3.232149896,17,4,16,0,1.5,2.5,0,0,44.5,504.2613636,5.572373399,314.8233559,1.234928349,0.048744442,0.043532398,0,-0.27207749,0,-0.69774519,1.327205189,-0.96982268,0.357382509,0.329947384
1449,2014,8,5,FLK,Lower Keys,24.45513333,-81.85613333,5.011615225,8,0,10.5,6.5,5,5.5,1.5,0,57.5,580.9943182,0.701420322,39.62826678,0.481557403,0,0.026051419,0,-0.246868207,0,-0.118427252,0.507608822,-0.365295459,0.142313363,0.131388416
1450,2014,8,5,FLK,Lower Keys,24.45471667,-81.85908333,3.936999874,2,1,10.5,7.5,1,3,1,0,72.5,610.7954545,1.81914267,102.776422,0.786626308,0.011406252,0.026739898,0,-0.250845711,-0.001515959,-0.558060472,0.824772457,-0.810422142,0.014350315,0.013248687
1451,2014,8,5,FLK,Lower Keys,24.45391667,-81.85768333,8.381999732,6.5,1,4,9,3.5,27.5,4,0,42.5,887.7840909,8.488407528,479.5710468,0.375147046,0.010911449,0.009744732,0,-0.239964035,0,-1.20090151,0.395803227,-1.440865545,-1.045062318,-0.964836189
